Demand_id,Path,Transponder-100,Transponder-200,Transponder-400
Miami-Cleveland,"['Miami', 'Tampa', 'Charlotte', 'WashingtonDC', 'Pittsburgh', 'Cleveland']",0,0,2
Miami-NewYork,"['Miami', 'Tampa', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork']",11,7,9
Miami-Montreal,"['Miami', 'Tampa', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston', 'Montreal']",2,3,0
Miami-Charlotte,"['Miami', 'Tampa', 'Charlotte']",2,1,1
Miami-NewOrleans,"['Miami', 'NewOrleans']",1,1,1
Miami-Boston,"['Miami', 'Tampa', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",2,0,3
Miami-Atlanta,"['Miami', 'Tampa', 'Atlanta']",2,5,3
Miami-WashingtonDC,"['Miami', 'Tampa', 'Charlotte', 'WashingtonDC']",5,3,4
Miami-Philadelphia,"['Miami', 'Tampa', 'Charlotte', 'WashingtonDC', 'Philadelphia']",3,1,3
Miami-Toronto,"['Miami', 'Tampa', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Toronto']",5,2,1
Miami-Pittsburgh,"['Miami', 'Tampa', 'Charlotte', 'WashingtonDC', 'Pittsburgh']",0,2,1
Miami-Cincinnati,"['Miami', 'Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Cincinnati']",1,0,2
Miami-Tampa,"['Miami', 'Tampa']",3,6,6
Miami-Memphis,"['Miami', 'NewOrleans', 'Memphis']",1,0,1
Miami-Winnipeg,"['Miami', 'Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg']",0,0,1
Miami-Calgary,"['Miami', 'Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,1,0
Miami-Seattle,"['Miami', 'NewOrleans', 'Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",1,2,0
Miami-Portland,"['Miami', 'NewOrleans', 'Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Portland']",0,0,1
Miami-Sacrameto,"['Miami', 'NewOrleans', 'Houston', 'ElPaso', 'Phoenix', 'LasVegas', 'Sacrameto']",0,1,1
Miami-Phoenix,"['Miami', 'NewOrleans', 'Houston', 'ElPaso', 'Phoenix']",0,1,1
Miami-SanDiego,"['Miami', 'NewOrleans', 'Houston', 'ElPaso', 'Phoenix', 'SanDiego']",1,2,0
WashingtonDC-Vancouver,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",0,0,2
WashingtonDC-LosAngeles,"['WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",9,3,6
WashingtonDC-SanFrancisco,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",2,1,3
WashingtonDC-LasVegas,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,2,0
WashingtonDC-SaltLakeCity,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",2,1,0
WashingtonDC-ElPaso,"['WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",0,0,1
WashingtonDC-Dallas,"['WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas']",3,4,3
WashingtonDC-Houston,"['WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans', 'Houston']",5,1,3
WashingtonDC-OklahomaCity,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'OklahomaCity']",3,0,1
WashingtonDC-Minneapolis,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis']",3,1,3
WashingtonDC-KansasCity,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity']",1,0,2
WashingtonDC-Denver,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver']",0,2,1
WashingtonDC-Chicago,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago']",19,15,4
WashingtonDC-Indianapolis,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis']",3,2,2
WashingtonDC-Detroit,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit']",5,7,10
WashingtonDC-StLouis,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis']",1,2,3
WashingtonDC-Nashville,"['WashingtonDC', 'Charlotte', 'Nashville']",1,0,3
WashingtonDC-Cleveland,"['WashingtonDC', 'Pittsburgh', 'Cleveland']",7,5,6
WashingtonDC-NewYork,"['WashingtonDC', 'Philadelphia', 'NewYork']",54,57,68
WashingtonDC-Montreal,"['WashingtonDC', 'Philadelphia', 'NewYork', 'Boston', 'Montreal']",3,5,4
WashingtonDC-Charlotte,"['WashingtonDC', 'Charlotte']",4,1,3
WashingtonDC-NewOrleans,"['WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans']",0,0,2
WashingtonDC-Boston,"['WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",12,12,6
WashingtonDC-Atlanta,"['WashingtonDC', 'Charlotte', 'Atlanta']",8,4,5
WashingtonDC-Miami,"['WashingtonDC', 'Charlotte', 'Tampa', 'Miami']",3,3,4
WashingtonDC-Philadelphia,"['WashingtonDC', 'Philadelphia']",35,29,31
WashingtonDC-Toronto,"['WashingtonDC', 'Philadelphia', 'NewYork', 'Toronto']",9,5,9
WashingtonDC-Pittsburgh,"['WashingtonDC', 'Pittsburgh']",13,6,8
WashingtonDC-Cincinnati,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati']",4,3,3
WashingtonDC-Tampa,"['WashingtonDC', 'Charlotte', 'Tampa']",0,1,3
WashingtonDC-Memphis,"['WashingtonDC', 'Charlotte', 'Nashville', 'Memphis']",3,2,0
WashingtonDC-Winnipeg,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg']",3,0,0
WashingtonDC-Calgary,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,0,1
WashingtonDC-Seattle,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",0,2,1
WashingtonDC-Portland,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",1,1,1
WashingtonDC-Sacrameto,"['WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,1,1
WashingtonDC-Phoenix,"['WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",2,2,1
WashingtonDC-SanDiego,"['WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",1,0,2
Philadelphia-Vancouver,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",0,2,0
Philadelphia-LosAngeles,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",1,4,5
Philadelphia-SanFrancisco,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",2,1,2
Philadelphia-LasVegas,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",1,0,1
Philadelphia-SaltLakeCity,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",0,1,0
Philadelphia-ElPaso,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",2,0,0
Philadelphia-Dallas,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas']",3,1,3
Philadelphia-Houston,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans', 'Houston']",1,1,3
Philadelphia-OklahomaCity,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'OklahomaCity']",1,2,0
Philadelphia-Minneapolis,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis']",0,4,1
Philadelphia-KansasCity,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity']",0,0,2
Philadelphia-Denver,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver']",2,2,0
Philadelphia-Chicago,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago']",5,9,6
Philadelphia-Indianapolis,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis']",2,1,2
Philadelphia-Detroit,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit']",9,5,5
Philadelphia-StLouis,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis']",8,0,1
Philadelphia-Nashville,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville']",1,1,1
Philadelphia-Cleveland,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland']",7,6,2
Philadelphia-NewYork,"['Philadelphia', 'NewYork']",155,138,153
Philadelphia-Montreal,"['Philadelphia', 'NewYork', 'Boston', 'Montreal']",5,3,5
Philadelphia-Charlotte,"['Philadelphia', 'WashingtonDC', 'Charlotte']",2,0,2
Philadelphia-NewOrleans,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans']",0,1,1
Philadelphia-Boston,"['Philadelphia', 'NewYork', 'Boston']",8,8,11
Philadelphia-Atlanta,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta']",1,3,4
Philadelphia-Miami,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Tampa', 'Miami']",1,2,3
Philadelphia-WashingtonDC,"['Philadelphia', 'WashingtonDC']",36,30,31
Philadelphia-Toronto,"['Philadelphia', 'NewYork', 'Toronto']",3,6,8
Philadelphia-Pittsburgh,"['Philadelphia', 'WashingtonDC', 'Pittsburgh']",1,7,4
Philadelphia-Cincinnati,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati']",4,3,1
Philadelphia-Tampa,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Tampa']",1,1,2
Philadelphia-Memphis,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis']",2,1,1
Philadelphia-Winnipeg,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg']",0,0,1
Philadelphia-Calgary,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",2,0,0
Philadelphia-Seattle,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",0,1,1
Philadelphia-Portland,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,0,1
Philadelphia-Sacrameto,"['Philadelphia', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,1,1
Philadelphia-Phoenix,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",1,1,1
Philadelphia-SanDiego,"['Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",1,0,1
Toronto-Vancouver,"['Toronto', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",0,0,1
Toronto-LosAngeles,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",4,2,4
Toronto-SanFrancisco,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",2,2,1
Toronto-LasVegas,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,1,1
Toronto-SaltLakeCity,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,1,0
Toronto-ElPaso,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas', 'ElPaso']",1,1,0
Toronto-Dallas,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas']",5,1,2
Toronto-Houston,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas', 'Houston']",2,3,1
Toronto-OklahomaCity,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'OklahomaCity']",0,2,0
Toronto-Minneapolis,"['Toronto', 'Detroit', 'Chicago', 'Minneapolis']",4,2,1
Toronto-KansasCity,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity']",0,0,2
Toronto-Denver,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver']",4,0,1
Toronto-Chicago,"['Toronto', 'Detroit', 'Chicago']",8,10,7
Toronto-Indianapolis,"['Toronto', 'Detroit', 'Cleveland', 'Cincinnati', 'Indianapolis']",2,2,1
Toronto-Detroit,"['Toronto', 'Detroit']",7,15,9
Toronto-StLouis,"['Toronto', 'Detroit', 'Chicago', 'StLouis']",1,3,1
Toronto-Nashville,"['Toronto', 'Detroit', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville']",4,1,0
Toronto-Cleveland,"['Toronto', 'Detroit', 'Cleveland']",17,5,4
Toronto-NewYork,"['Toronto', 'NewYork']",18,23,22
Toronto-Montreal,"['Toronto', 'Montreal']",4,2,5
Toronto-Charlotte,"['Toronto', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte']",1,2,1
Toronto-NewOrleans,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis', 'NewOrleans']",0,1,1
Toronto-Boston,"['Toronto', 'NewYork', 'Boston']",5,6,4
Toronto-Atlanta,"['Toronto', 'Detroit', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Atlanta']",4,1,3
Toronto-Miami,"['Toronto', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Tampa', 'Miami']",0,2,2
Toronto-WashingtonDC,"['Toronto', 'NewYork', 'Philadelphia', 'WashingtonDC']",3,1,0
Toronto-WashingtonDC,"['Toronto', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",7,10,6
Toronto-Philadelphia,"['Toronto', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",5,4,8
Toronto-Pittsburgh,"['Toronto', 'Detroit', 'Cleveland', 'Pittsburgh']",3,7,3
Toronto-Cincinnati,"['Toronto', 'Detroit', 'Cleveland', 'Cincinnati']",0,1,3
Toronto-Tampa,"['Toronto', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Charlotte', 'Tampa']",3,0,1
Toronto-Memphis,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis']",1,1,1
Toronto-Winnipeg,"['Toronto', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg']",0,1,0
Toronto-Calgary,"['Toronto', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,0,1
Toronto-Seattle,"['Toronto', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",2,0,1
Toronto-Portland,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,0,1
Toronto-Sacrameto,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",1,1,0
Toronto-Phoenix,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",1,3,0
Toronto-SanDiego,"['Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles', 'SanDiego']",1,1,1
Pittsburgh-Vancouver,"['Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",2,0,0
Pittsburgh-LosAngeles,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",3,3,1
Pittsburgh-SanFrancisco,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",2,2,0
Pittsburgh-LasVegas,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,0,1
Pittsburgh-SaltLakeCity,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",0,1,0
Pittsburgh-ElPaso,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",0,1,0
Pittsburgh-Dallas,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas']",1,2,1
Pittsburgh-Houston,"['Pittsburgh', 'WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans', 'Houston']",2,3,0
Pittsburgh-OklahomaCity,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'OklahomaCity']",0,0,1
Pittsburgh-Minneapolis,"['Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis']",1,3,0
Pittsburgh-KansasCity,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity']",2,1,0
Pittsburgh-Denver,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver']",1,1,0
Pittsburgh-Chicago,"['Pittsburgh', 'Cleveland', 'Detroit', 'Chicago']",0,4,6
Pittsburgh-Indianapolis,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis']",0,1,2
Pittsburgh-Detroit,"['Pittsburgh', 'Cleveland', 'Detroit']",4,4,6
Pittsburgh-StLouis,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis']",0,0,2
Pittsburgh-Nashville,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville']",1,2,0
Pittsburgh-Cleveland,"['Pittsburgh', 'Cleveland']",3,2,8
Pittsburgh-NewYork,"['Pittsburgh', 'WashingtonDC', 'Philadelphia', 'NewYork']",17,13,11
Pittsburgh-Montreal,"['Pittsburgh', 'Cleveland', 'Detroit', 'Toronto', 'Montreal']",2,1,2
Pittsburgh-Charlotte,"['Pittsburgh', 'WashingtonDC', 'Charlotte']",1,0,2
Pittsburgh-NewOrleans,"['Pittsburgh', 'WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans']",1,0,1
Pittsburgh-Boston,"['Pittsburgh', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",2,5,1
Pittsburgh-Atlanta,"['Pittsburgh', 'WashingtonDC', 'Charlotte', 'Atlanta']",0,2,2
Pittsburgh-Miami,"['Pittsburgh', 'WashingtonDC', 'Charlotte', 'Tampa', 'Miami']",1,0,2
Pittsburgh-WashingtonDC,"['Pittsburgh', 'WashingtonDC']",10,7,8
Pittsburgh-Philadelphia,"['Pittsburgh', 'WashingtonDC', 'Philadelphia']",5,11,1
Pittsburgh-Toronto,"['Pittsburgh', 'Cleveland', 'Detroit', 'Toronto']",4,1,6
Pittsburgh-Cincinnati,"['Pittsburgh', 'Cleveland', 'Cincinnati']",1,1,2
Pittsburgh-Tampa,"['Pittsburgh', 'WashingtonDC', 'Charlotte', 'Tampa']",0,1,1
Pittsburgh-Memphis,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis']",1,0,1
Pittsburgh-Winnipeg,"['Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg']",1,0,0
Pittsburgh-Calgary,"['Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,1,0
Pittsburgh-Seattle,"['Pittsburgh', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",0,2,0
Pittsburgh-Portland,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",2,0,0
Pittsburgh-Sacrameto,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,1,0
Pittsburgh-Phoenix,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",0,2,0
Pittsburgh-SanDiego,"['Pittsburgh', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",0,2,0
Cincinnati-Vancouver,"['Cincinnati', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",2,0,0
Cincinnati-LosAngeles,"['Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",3,1,2
Cincinnati-SanFrancisco,"['Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",3,1,0
Cincinnati-LasVegas,"['Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,1,0
Cincinnati-SaltLakeCity,"['Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,0,0
Cincinnati-ElPaso,"['Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",0,1,0
Cincinnati-Dallas,"['Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas']",0,2,1
Cincinnati-Houston,"['Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'Houston']",2,3,0
Cincinnati-OklahomaCity,"['Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'OklahomaCity']",0,1,0
Cincinnati-Minneapolis,"['Cincinnati', 'Indianapolis', 'Chicago', 'Minneapolis']",1,0,2
Cincinnati-KansasCity,"['Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity']",2,1,0
Cincinnati-Denver,"['Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver']",0,0,1
Cincinnati-Chicago,"['Cincinnati', 'Indianapolis', 'Chicago']",4,6,7
Cincinnati-Indianapolis,"['Cincinnati', 'Indianapolis']",8,3,3
Cincinnati-Detroit,"['Cincinnati', 'Cleveland', 'Detroit']",5,5,3
Cincinnati-StLouis,"['Cincinnati', 'Indianapolis', 'StLouis']",0,3,1
Cincinnati-Nashville,"['Cincinnati', 'Indianapolis', 'Nashville']",4,1,1
Cincinnati-Cleveland,"['Cincinnati', 'Cleveland']",0,4,2
Cincinnati-NewYork,"['Cincinnati', 'Cleveland', 'NewYork']",4,3,8
Cincinnati-Montreal,"['Cincinnati', 'Cleveland', 'Detroit', 'Toronto', 'Montreal']",0,1,1
Cincinnati-Charlotte,"['Cincinnati', 'Indianapolis', 'Nashville', 'Charlotte']",0,1,1
Cincinnati-NewOrleans,"['Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'NewOrleans']",1,1,0
Cincinnati-Boston,"['Cincinnati', 'Cleveland', 'NewYork', 'Boston']",4,1,1
Cincinnati-Atlanta,"['Cincinnati', 'Indianapolis', 'Nashville', 'Atlanta']",4,1,2
Cincinnati-Miami,"['Cincinnati', 'Indianapolis', 'Nashville', 'Atlanta', 'Tampa', 'Miami']",2,1,1
Cincinnati-WashingtonDC,"['Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",2,3,4
Cincinnati-Philadelphia,"['Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",4,3,1
Cincinnati-Toronto,"['Cincinnati', 'Cleveland', 'Detroit', 'Toronto']",2,1,3
Cincinnati-Pittsburgh,"['Cincinnati', 'Cleveland', 'Pittsburgh']",0,2,2
Cincinnati-Tampa,"['Cincinnati', 'Indianapolis', 'Nashville', 'Atlanta', 'Tampa']",2,0,1
Cincinnati-Memphis,"['Cincinnati', 'Indianapolis', 'Nashville', 'Memphis']",2,0,1
Cincinnati-Winnipeg,"['Cincinnati', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg']",1,0,0
Cincinnati-Calgary,"['Cincinnati', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,0,1
Cincinnati-Seattle,"['Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",1,0,1
